Dep,Nom Ville,Nombre de policiers municipaux,Nombre d ASVP,Nombre de gardes-champêtres,Nombre de chiens de patrouille de police municipale,Numero Departement,Numero Departement x Nom Ville,CODGEO,Année,Nombre d habitants,Nom Département
nan,CHAUMES EN BRIE,1,1.0,0,0,77,77CHAUMES EN BRIE,77107,2018,3206.0,0
nan,CHELLES,34,7.0,1,1,77,77CHELLES,77108,2018,53286.0,0
nan,CHESSY,5,0.0,0,0,77,77CHESSY,77111,2018,5373.0,0
nan,CLAYE SOUILLY,15,1.0,0,0,77,77CLAYE SOUILLY,77118,2018,12419.0,0
nan,COLLEGIEN,0,1.0,0,0,77,77COLLEGIEN,77121,2018,3412.0,0
nan,COMBS LA VILLE,11,4.0,0,0,77,77COMBS LA VILLE,77122,2018,22393.0,0
nan,COMPANS,1,2.0,0,0,77,77COMPANS,77123,2018,809.0,0
nan,COULOMMIERS,9,1.0,0,2,77,77COULOMMIERS,77131,2018,15270.0,0
nan,COUPVRAY,3,0.0,0,0,77,77COUPVRAY,77132,2018,2811.0,0
nan,COURTRY,10,3.0,0,0,77,77COURTRY,77139,2018,6664.0,0
nan,CRECY LA CHAPELLE,3,1.0,0,0,77,77CRECY LA CHAPELLE,77142,2018,4000.0,0
nan,CREGY LES MEAUX,2,0.0,0,0,77,77CREGY LES MEAUX,77143,2018,4799.0,0
nan,CROISSY BEAUBOURG,0,4.0,0,0,77,77CROISSY BEAUBOURG,77146,2018,2006.0,0
nan,CROUY SUR OURCQ,0,0.0,0,0,77,77CROUY SUR OURCQ,77148,2018,1974.0,0
nan,DAMPMART,1,0.0,0,0,77,77DAMPMART,77155,2018,3414.0,0
nan,EGREVILLE,1,0.0,0,0,77,77EGREVILLE,77168,2018,1858.0,0
nan,EMERAINVILLE,5,0.0,0,0,77,77EMERAINVILLE,77169,2018,7564.0,0
nan,ESBLY,2,1.0,0,0,77,77ESBLY,77171,2018,6263.0,0
nan,FAREMOUTIERS,2,0.0,0,0,77,77FAREMOUTIERS,77176,2018,2728.0,0
nan,FERTE GAUCHER,4,2.0,0,0,77,77FERTE GAUCHER,77182,2018,4860.0,0
nan,FERTE SOUS JOUARRE,10,4.0,0,0,77,77FERTE SOUS JOUARRE,77183,2018,9854.0,0
nan,FONTENAY TRESIGNY,4,1.0,0,0,77,77FONTENAY TRESIGNY,77192,2018,5600.0,0
nan,GOUAIX,1,0.0,0,0,77,77GOUAIX,77208,2018,1455.0,0
nan,GRANDE PAROISSE,1,0.0,0,0,77,77GRANDE PAROISSE,77210,2018,2800.0,0
nan,GRETZ ARMAINVILLIERS,5,4.0,0,0,77,77GRETZ ARMAINVILLIERS,77215,2018,8793.0,0
nan,GREZ SUR LOING,1,0.0,0,0,77,77GREZ SUR LOING,77216,2018,1438.0,0
nan,GRISY SUISNES,0,0.0,0,0,77,77GRISY SUISNES,77217,2018,2482.0,0
nan,HERICY,1,0.0,0,0,77,77HERICY,77226,2018,2614.0,0
nan,JOUARRE,2,0.0,0,0,77,77JOUARRE,77238,2018,4227.0,0
nan,JOUY SUR MORIN,0,4.0,0,0,77,77JOUY SUR MORIN,77240,2018,2137.0,0
nan,LAGNY SUR MARNE,5,0.0,0,0,77,77LAGNY SUR MARNE,77243,2018,19579.0,0
nan,LESIGNY,6,0.0,0,0,77,77LESIGNY,77249,2018,7467.0,0
nan,LIEUSAINT,6,0.0,0,0,77,77LIEUSAINT,77251,2018,13500.0,0
nan,LIZY SUR OURCQ,2,1.0,0,0,77,77LIZY SUR OURCQ,77257,2018,3750.0,0
nan,LOGNES,13,5.0,0,0,77,77LOGNES,77258,2018,14140.0,0
nan,MEAUX,85,16.0,0,0,77,77MEAUX,77284,2018,56657.0,0
nan,MEE SUR SEINE,11,0.0,0,0,77,77MEE SUR SEINE,77285,2018,21000.0,0
nan,MELUN,35,11.0,0,0,77,77MELUN,77288,2018,40971.0,0
nan,MOISSY CRAMAYEL,11,3.0,0,0,77,77MOISSY CRAMAYEL,77296,2018,17600.0,0
nan,MONTEREAU FAULT YONNE,19,1.0,0,2,77,77MONTEREAU FAULT YONNE,77305,2018,19361.0,0
nan,MONTEVRAIN,15,0.0,0,1,77,77MONTEVRAIN,77307,2018,11577.0,0
nan,MONTIGNY SUR LOING,1,0.0,0,0,77,77MONTIGNY SUR LOING,77312,2018,2836.0,0
nan,MONTRY,1,0.0,0,0,77,77MONTRY,77315,2018,3356.0,0
nan,MORET LOING ET ORVANNE,2,0.0,0,0,77,77MORET LOING ET ORVANNE,77316,2018,12753.0,0
nan,MORMANT,2,3.0,0,0,77,77MORMANT,77317,2018,4741.0,0
nan,MOUROUX,3,0.0,0,0,77,77MOUROUX,77320,2018,5300.0,0
nan,NANDY,3,1.0,0,0,77,77NANDY,77326,2018,6000.0,0
nan,NANGIS,3,0.0,0,0,77,77NANGIS,77327,2018,8700.0,0
nan,NANTEUIL LES MEAUX,2,0.0,0,0,77,77NANTEUIL LES MEAUX,77330,2018,6160.0,0
nan,NANTEUIL SUR MARNE,0,1.0,0,0,77,77NANTEUIL SUR MARNE,77331,2018,457.0,0
nan,NEMOURS,4,3.0,0,0,77,77NEMOURS,77333,2018,13404.0,0
nan,NOISIEL,11,6.0,0,0,77,77NOISIEL,77337,2018,15632.0,0
nan,OTHIS,0,1.0,0,0,77,77OTHIS,77349,2018,6702.0,0
nan,OZOIR LA FERRIERE,22,0.0,0,0,77,77OZOIR LA FERRIERE,77350,2018,20376.0,0
nan,PAMFOU,0,1.0,0,0,77,77PAMFOU,77354,2018,947.0,0
nan,POMMEUSE,2,0.0,0,0,77,77POMMEUSE,77371,2018,2947.0,0
nan,POMPONNE,2,0.0,0,0,77,77POMPONNE,77372,2018,4015.0,0
nan,PONTAULT COMBAULT,13,0.0,0,0,77,77PONTAULT COMBAULT,77373,2018,38421.0,0
nan,PRINGY,1,0.0,0,0,77,77PRINGY,77378,2018,2923.0,0
nan,PROVINS,5,0.0,0,0,77,77PROVINS,77379,2018,12109.0,0
nan,SAACY SUR MARNE,2,1.0,0,0,77,77SAACY SUR MARNE,77397,2018,1840.0,0
nan,SAINT FARGEAU PONTHIERRY,4,0.0,0,0,77,77SAINT FARGEAU PONTHIERRY,77407,2018,14500.0,0
nan,SAINT GERMAIN SUR MORIN,2,1.0,0,0,77,77SAINT GERMAIN SUR MORIN,77413,2018,3673.0,0
nan,SAINT PATHUS,3,0.0,0,0,77,77SAINT PATHUS,77430,2018,6066.0,0
nan,SAINT PIERRE LES NEMOURS,4,0.0,0,0,77,77SAINT PIERRE LES NEMOURS,77431,2018,5920.0,0
nan,SALINS,0,1.0,0,0,77,77SALINS,77439,2018,1082.0,0
nan,SAMOIS SUR SEINE,1,0.0,0,0,77,77SAMOIS SUR SEINE,77441,2018,2157.0,0
nan,SAMOREAU,1,0.0,0,0,77,77SAMOREAU,77442,2018,2390.0,0
nan,SAVIGNY LE TEMPLE,8,5.0,0,0,77,77SAVIGNY LE TEMPLE,77445,2018,30533.0,0
nan,SEINE PORT,0,0.0,1,0,77,77SEINE PORT,77447,2018,1934.0,0
nan,SERRIS,13,0.0,0,0,77,77SERRIS,77449,2018,8700.0,0
nan,SERVON,1,0.0,0,0,77,77SERVON,77450,2018,3154.0,0
nan,SOUPPES SUR LOING,4,1.0,0,0,77,77SOUPPES SUR LOING,77458,2018,5566.0,0
nan,THOMERY,1,0.0,0,0,77,77THOMERY,77463,2018,3515.0,0
nan,TORCY,14,2.0,0,0,77,77TORCY,77468,2018,24000.0,0
nan,TOURNAN EN BRIE,3,2.0,0,0,77,77TOURNAN EN BRIE,77470,2018,8766.0,0
nan,TRILPORT,1,1.0,0,0,77,77TRILPORT,77475,2018,1097.0,0
nan,VAIRES SUR MARNE,11,0.0,0,0,77,77VAIRES SUR MARNE,77479,2018,14472.0,0
nan,VAUX LE PENIL,6,0.0,0,0,77,77VAUX LE PENIL,77487,2018,11221.0,0
nan,VERNOU LA CELLE SUR SEINE,1,0.0,0,0,77,77VERNOU LA CELLE SUR SEINE,77494,2018,2728.0,0
nan,VERT SAINT DENIS,3,0.0,0,0,77,77VERT SAINT DENIS,77495,2018,7583.0,0
nan,VILLENEUVE LE COMTE,0,1.0,0,0,77,77VILLENEUVE LE COMTE,77508,2018,1882.0,0
nan,VILLENOY,1,0.0,0,0,77,77VILLENOY,77513,2018,3576.0,0
nan,VILLEPARISIS,14,6.0,0,0,77,77VILLEPARISIS,77514,2018,26500.0,0
nan,VILLEVAUDE,2,2.0,0,0,77,77VILLEVAUDE,77517,2018,2133.0,0
nan,ABLIS,0,1.0,0,0,78,78ABLIS,78003,2018,3200.0,0
nan,ACHERES,4,1.0,0,0,78,78ACHERES,78005,2018,21000.0,0
nan,ANDRESY,6,0.0,0,0,78,78ANDRESY,78015,2018,12286.0,0
nan,AUBERGENVILLE,8,4.0,0,0,78,78AUBERGENVILLE,78029,2018,11699.0,0
nan,BAILLY,2,0.0,0,0,78,78BAILLY,78043,2018,4101.0,0
nan,BOIS D ARCY,2,0.0,0,0,78,78BOIS D ARCY,78073,2018,14021.0,0
nan,BOUAFLE,1,0.0,0,0,78,78BOUAFLE,78090,2018,2102.0,0
nan,BOUGIVAL,7,1.0,0,0,78,78BOUGIVAL,78092,2018,9000.0,0
nan,BREVAL,0,1.0,0,0,78,78BREVAL,78107,2018,1868.0,0
nan,BUC,0,1.0,1,0,78,78BUC,78117,2018,5943.0,0
nan,CARRIERES SOUS POISSY,15,3.0,0,2,78,78CARRIERES SOUS POISSY,78123,2018,16035.0,0
nan,CARRIERES SUR SEINE,8,0.0,0,0,78,78CARRIERES SUR SEINE,78124,2018,15406.0,0
nan,CELLE SAINT CLOUD,1,0.0,0,0,78,78CELLE SAINT CLOUD,78126,2018,21518.0,0
nan,CHANTELOUP LES VIGNES,4,2.0,0,0,78,78CHANTELOUP LES VIGNES,78138,2018,10518.0,0
nan,CHATOU,10,4.0,0,0,78,78CHATOU,78146,2018,31700.0,0
nan,CHAVENAY,0,0.0,1,0,78,78CHAVENAY,78152,2018,1877.0,0
nan,CHESNAY,10,3.0,0,0,78,78CHESNAY,78158,2018,28558.0,0
nan,CHEVREUSE,2,2.0,0,0,78,78CHEVREUSE,78160,2018,5800.0,0
nan,ESSARTS LE ROI,1,4.0,0,0,78,78ESSARTS LE ROI,78220,2018,6973.0,0
nan,ETANG LA VILLE,2,0.0,0,0,78,78ETANG LA VILLE,78224,2018,4831.0,0
nan,FLINS SUR SEINE,5,0.0,0,0,78,78FLINS SUR SEINE,78238,2018,2400.0,0
nan,FONTENAY LE FLEURY,2,1.0,0,0,78,78FONTENAY LE FLEURY,78242,2018,13000.0,0
nan,GARGENVILLE,2,0.0,0,0,78,78GARGENVILLE,78267,2018,7152.0,0
nan,GUYANCOURT,14,5.0,0,0,78,78GUYANCOURT,78297,2018,26639.0,0
nan,HOUILLES,6,5.0,0,0,78,78HOUILLES,78311,2018,32840.0,0
nan,JOUY EN JOSAS,1,1.0,0,0,78,78JOUY EN JOSAS,78322,2018,8251.0,0
nan,LOGES EN JOSAS,1,0.0,0,0,78,78LOGES EN JOSAS,78343,2018,1620.0,0
nan,MAGNY LES HAMEAUX,4,0.0,0,0,78,78MAGNY LES HAMEAUX,78356,2018,9258.0,0
nan,MAISONS LAFFITTE,10,10.0,0,0,78,78MAISONS LAFFITTE,78358,2018,23075.0,0
nan,MANTES LA JOLIE,26,4.0,0,1,78,78MANTES LA JOLIE,78361,2018,46842.0,0
nan,MANTES LA VILLE,7,5.0,0,0,78,78MANTES LA VILLE,78362,2018,21000.0,0
nan,MARLY LE ROI,5,0.0,0,0,78,78MARLY LE ROI,78372,2018,16661.0,0
nan,MAULE,2,0.0,0,0,78,78MAULE,78380,2018,5800.0,0
nan,MAURECOURT,1,0.0,0,0,78,78MAURECOURT,78382,2018,3500.0,0
nan,MERE,1,0.0,0,0,78,78MERE,78389,2018,1782.0,0
nan,MESNIL LE ROI,3,0.0,0,0,78,78MESNIL LE ROI,78396,2018,6500.0,0
nan,MESNIL SAINT DENIS,3,0.0,0,0,78,78MESNIL SAINT DENIS,78397,2018,6700.0,0
nan,MEULAN EN YVELINES,6,7.0,0,0,78,78MEULAN EN YVELINES,78401,2018,9241.0,0
nan,MONTESSON,6,1.0,0,0,78,78MONTESSON,78418,2018,15584.0,0
nan,MUREAUX,18,9.0,0,0,78,78MUREAUX,78440,2018,32777.0,0
nan,PECQ,2,0.0,0,0,78,78PECQ,78481,2018,17500.0,0
nan,PLAISIR,11,3.0,0,0,78,78PLAISIR,78490,2018,32000.0,0
nan,POISSY,43,6.0,0,4,78,78POISSY,78498,2018,36994.0,0
nan,PORT MARLY,3,0.0,0,0,78,78PORT MARLY,78502,2018,5550.0,0
nan,RAMBOUILLET,10,4.0,0,0,78,78RAMBOUILLET,78517,2018,26202.0,0
nan,ROSNY SUR SEINE,2,1.0,0,0,78,78ROSNY SUR SEINE,78531,2018,6000.0,0
nan,SAINT ARNOULT EN YVELINES,3,0.0,0,0,78,78SAINT ARNOULT EN YVELINES,78537,2018,6100.0,0
nan,SAINT NOM LA BRETECHE,1,0.0,0,0,78,78SAINT NOM LA BRETECHE,78571,2018,5100.0,0
nan,SARTROUVILLE,20,4.0,0,0,78,78SARTROUVILLE,78586,2018,52000.0,0
nan,SEPTEUIL,1,0.0,0,0,78,78SEPTEUIL,78591,2018,2364.0,0
nan,TRAPPES,7,2.0,0,0,78,78TRAPPES,78621,2018,33000.0,0
nan,TRIEL SUR SEINE,7,2.0,0,0,78,78TRIEL SUR SEINE,78624,2018,11600.0,0
nan,VAUX SUR SEINE,3,0.0,0,0,78,78VAUX SUR SEINE,78638,2018,4900.0,0
nan,AIRVAULT,1,1.0,0,0,79,79AIRVAULT,79005,2018,3003.0,0
nan,ARDIN,0,0.0,1,0,79,79ARDIN,79012,2018,1255.0,0
nan,BRESSUIRE,4,0.0,0,0,79,79BRESSUIRE,79049,2018,19411.0,0
nan,CHAURAY,1,0.0,0,0,79,79CHAURAY,79081,2018,6867.0,0
nan,CRECHE,1,0.0,0,0,79,79CRECHE,79048,2018,6624.0,0
nan,FENIOUX,0,0.0,1,0,79,79FENIOUX,79119,2018,657.0,0
nan,MAULEON,1,0.0,0,0,79,79MAULEON,79079,2018,8479.0,0
nan,MAUZE SUR LE MIGNON,0,1.0,1,0,79,79MAUZE SUR LE MIGNON,79170,2018,2767.0,0
nan,MELLE,0,1.0,1,0,79,79MELLE,79174,2018,3607.0,0
nan,MONCOUTANT,1,0.0,0,0,79,79MONCOUTANT,79179,2018,3161.0,0
nan,MOTHE SAINT HERAY,0,0.0,1,0,79,79MOTHE SAINT HERAY,79184,2018,1702.0,0
nan,NIORT,19,12.0,0,0,79,79NIORT,79191,2018,58952.0,0
nan,NUEIL LES AUBIERS,1,0.0,0,0,79,79NUEIL LES AUBIERS,79195,2018,5614.0,0
nan,OIRON,0,0.0,1,0,79,79OIRON,79196,2018,907.0,0
nan,PAMPROUX,0,0.0,1,0,79,79PAMPROUX,79201,2018,1707.0,0
nan,PARTHENAY,6,0.0,0,0,79,79PARTHENAY,79202,2018,10381.0,0
nan,PRAHECQ,0,1.0,0,0,79,79PRAHECQ,79216,2018,2135.0,0
nan,SAINT LOUP LAMAIRE,0,0.0,1,0,79,79SAINT LOUP LAMAIRE,79268,2018,970.0,0
nan,SAINT MAIXENT L ECOLE,2,0.0,0,0,79,79SAINT MAIXENT L ECOLE,79270,2018,6523.0,0
nan,SAINT VARENT,1,0.0,0,0,79,79SAINT VARENT,79299,2018,2459.0,0
nan,ABBEVILLE,11,5.0,0,0,80,80ABBEVILLE,80001,2018,23867.0,0
nan,AIRAINES,1,0.0,0,0,80,80AIRAINES,80013,2018,2404.0,0
nan,ALBERT,0,2.0,2,0,80,80ALBERT,80016,2018,10200.0,0
nan,AMIENS,86,81.0,0,0,80,80AMIENS,80021,2018,138000.0,0
nan,BAYONVILLERS,0,0.0,1,0,80,80BAYONVILLERS,80058,2018,351.0,0
nan,BOUTTENCOURT,0,0.0,1,0,80,80BOUTTENCOURT,80126,2018,938.0,0
nan,BRAILLY CORNEHOTTE,0,0.0,1,0,80,80BRAILLY CORNEHOTTE,80133,2018,242.0,0
nan,BRAY SUR SOMME,1,0.0,0,0,80,80BRAY SUR SOMME,80136,2018,1240.0,0
nan,CORBIE,2,1.0,1,0,80,80CORBIE,80212,2018,6400.0,0
nan,CRECY EN PONTHIEU,0,0.0,1,0,80,80CRECY EN PONTHIEU,80222,2018,1469.0,0
nan,FRESSENNEVILLE,1,0.0,0,0,80,80FRESSENNEVILLE,80360,2018,2261.0,0
nan,GAMACHES,1,1.0,0,0,80,80GAMACHES,80373,2018,2756.0,0
nan,HAM,2,0.0,0,0,80,80HAM,80410,2018,4810.0,0
nan,CROTOY,2,2.0,0,0,80,80CROTOY,80228,2018,2014.0,0
nan,LONGUEAU,5,1.0,0,0,80,80LONGUEAU,80489,2018,5581.0,0
nan,MONTDIDIER,6,0.0,0,0,80,80MONTDIDIER,80561,2018,6201.0,0
nan,MOREUIL,1,1.0,0,0,80,80MOREUIL,80570,2018,4060.0,0
nan,MUILLE VILLETTE,0,0.0,1,0,80,80MUILLE VILLETTE,80579,2018,847.0,0
nan,PONT DE METZ,1,0.0,0,0,80,80PONT DE METZ,80632,2018,2435.0,0
nan,QUEND,1,2.0,0,0,80,80QUEND,80649,2018,1412.0,0
nan,RIVERY,4,0.0,0,0,80,80RIVERY,80674,2018,3592.0,0
nan,ROSIERES EN SANTERRE,1,0.0,0,0,80,80ROSIERES EN SANTERRE,80680,2018,3035.0,0
nan,ROYE,4,2.0,0,0,80,80ROYE,80685,2018,5901.0,0
nan,SALEUX,2,0.0,0,0,80,80SALEUX,80724,2018,2891.0,0
nan,SALOUEL,2,0.0,0,0,80,80SALOUEL,80725,2018,4109.0,0
nan,YVRENCH,0,1.0,0,0,80,80YVRENCH,80832,2018,316.0,0
nan,ALBI,18,8.0,0,0,81,81ALBI,81004,2018,49475.0,0
nan,BRIATEXTE,0,0.0,1,0,81,81BRIATEXTE,81039,2018,2036.0,0
nan,CARMAUX,0,1.0,0,0,81,81CARMAUX,81060,2018,9600.0,0
nan,CASTRES,31,20.0,0,0,81,81CASTRES,81065,2018,41483.0,0
nan,CORDES SUR CIEL,0,0.0,1,0,81,81CORDES SUR CIEL,81069,2018,952.0,0
nan,LABRUGUIERE,2,0.0,0,0,81,81LABRUGUIERE,81120,2018,6690.0,0
nan,LAVAUR,5,0.0,0,0,81,81LAVAUR,81140,2018,10699.0,0
nan,MAZAMET,5,2.0,0,1,81,81MAZAMET,81163,2018,10063.0,0
nan,PARISOT,0,0.0,1,0,81,81PARISOT,81202,2018,959.0,0
nan,REALMONT,1,2.0,0,0,81,81REALMONT,81222,2018,3379.0,0
nan,ROQUECOURBE,1,0.0,0,0,81,81ROQUECOURBE,81227,2018,2200.0,0
nan,SAINT AMANS SOULT,0,0.0,1,0,81,81SAINT AMANS SOULT,81238,2018,1733.0,0
nan,SAINT JUERY,1,0.0,0,0,81,81SAINT JUERY,81257,2018,6835.0,0
nan,GAILLAC,10,0.0,0,0,81,81GAILLAC,81099,2018,15423.0,0
nan,LACAUNE,1,0.0,0,0,81,81LACAUNE,81124,2018,2508.0,0
nan,SAIX,1,0.0,0,0,81,81SAIX,81273,2018,3471.0,0
nan,DOURGNE,1,0.0,0,0,81,81DOURGNE,81081,2018,1313.0,0
nan,SOREZE,1,2.0,0,0,81,81SOREZE,81288,2018,2774.0,0
nan,SAINT SULPICE LA POINTE,5,0.0,0,0,81,81SAINT SULPICE LA POINTE,81271,2018,8863.0,0
nan,ALBIAS,0,0.0,1,0,82,82ALBIAS,82002,2018,3226.0,0
nan,BEAUMONT DE LOMAGNE,2,1.0,0,0,82,82BEAUMONT DE LOMAGNE,82013,2018,3753.0,0
nan,CASTELSARRASIN,0,4.0,0,0,82,82CASTELSARRASIN,82033,2018,13626.0,0
nan,CAUSSADE,1,1.0,0,0,82,82CAUSSADE,82037,2018,6908.0,0
nan,GRISOLLES,1,0.0,0,0,82,82GRISOLLES,82075,2018,4056.0,0
nan,LABASTIDE SAINT PIERRE,2,0.0,0,0,82,82LABASTIDE SAINT PIERRE,82079,2018,3722.0,0
nan,LAFRANCAISE,1,0.0,0,0,82,82LAFRANCAISE,82087,2018,2860.0,0
nan,MOISSAC,8,0.0,0,0,82,82MOISSAC,82112,2018,12652.0,0
nan,MONTAUBAN,42,12.0,0,2,82,82MONTAUBAN,82121,2018,60444.0,0
nan,MONTECH,0,2.0,1,0,82,82MONTECH,82125,2018,6297.0,0
nan,NEGREPELISSE,0,0.0,0,0,82,82NEGREPELISSE,82134,2018,5613.0,0
nan,SAINT ANTONIN NOBLE VAL,0,0.0,0,0,82,82SAINT ANTONIN NOBLE VAL,82155,2018,1858.0,0
nan,SAINT ETIENNE DE TULMONT,0,0.0,0,0,82,82SAINT ETIENNE DE TULMONT,82161,2018,3752.0,0
nan,SEPTFONDS,0,0.0,1,0,82,82SEPTFONDS,82179,2018,2200.0,0
nan,CABASSE,1,2.0,0,0,83,83CABASSE,83026,2018,1982.0,0
nan,CADIERE D AZUR,2,1.0,0,0,83,83CADIERE D AZUR,83027,2018,5635.0,0
nan,CALLAS,1,0.0,0,0,83,83CALLAS,83028,2018,1870.0,0
nan,CALLIAN,2,1.0,0,0,83,83CALLIAN,83029,2018,3297.0,0
nan,CANNET DES MAURES,4,0.0,0,0,83,83CANNET DES MAURES,83031,2018,4661.0,0
nan,CARCES,2,1.0,0,0,83,83CARCES,83032,2018,3500.0,0
nan,CARQUEIRANNE,11,3.0,0,0,83,83CARQUEIRANNE,83034,2018,9986.0,0
nan,CASTELLET,2,1.0,0,0,83,83CASTELLET,83035,2018,4000.0,0
nan,CHATEAUVERT,0,1.0,0,0,83,83CHATEAUVERT,83039,2018,147.0,0
nan,CLAVIERS,0,2.0,0,0,83,83CLAVIERS,83041,2018,702.0,0
nan,CELLE,0,0.0,1,0,83,83CELLE,83037,2018,1400.0,0
nan,COGOLIN,25,3.0,0,0,83,83COGOLIN,83042,2018,12232.0,0
nan,COTIGNAC,0,0.0,1,0,83,83COTIGNAC,83046,2018,2246.0,0
nan,CRAU,19,0.0,0,0,83,83CRAU,83047,2018,16999.0,0
nan,CROIX VALMER,12,7.0,0,0,83,83CROIX VALMER,83048,2018,3700.0,0
nan,CUERS,6,0.0,0,0,83,83CUERS,83049,2018,10593.0,0
nan,DRAGUIGNAN,27,7.0,0,0,83,83DRAGUIGNAN,83050,2018,41149.0,0
nan,ENTRECASTEAUX,0,1.0,1,0,83,83ENTRECASTEAUX,83051,2018,1141.0,0
nan,EVENOS,1,0.0,0,0,83,83EVENOS,83053,2018,2325.0,0
nan,ESPARRON,0,0.0,1,0,83,83ESPARRON,83052,2018,344.0,0
nan,FARLEDE,6,1.0,0,0,83,83FARLEDE,83054,2018,8700.0,0
nan,FAYENCE,4,1.0,0,0,83,83FAYENCE,83055,2018,5778.0,0
nan,FIGANIERES,0,1.0,1,0,83,83FIGANIERES,83056,2018,2600.0,0
nan,FLAYOSC,4,0.0,0,0,83,83FLAYOSC,83058,2018,4480.0,0
nan,FORCALQUEIRET,2,1.0,0,0,83,83FORCALQUEIRET,83059,2018,2870.0,0
nan,FREJUS,70,11.0,0,4,83,83FREJUS,83061,2018,54023.0,0
nan,GARDE,22,0.0,0,0,83,83GARDE,83062,2018,25000.0,0
nan,GARDE FREINET,2,0.0,0,0,83,83GARDE FREINET,83063,2018,1882.0,0
nan,GAREOULT,3,1.0,2,0,83,83GAREOULT,83064,2018,5500.0,0
nan,GASSIN,6,0.0,0,0,83,83GASSIN,83065,2018,2640.0,0
nan,GONFARON,3,0.0,0,0,83,83GONFARON,83067,2018,4282.0,0
nan,GRIMAUD,8,2.0,0,0,83,83GRIMAUD,83068,2018,4479.0,0
nan,HYERES,73,8.0,0,0,83,83HYERES,83069,2018,56799.0,0
nan,LAVANDOU,15,0.0,0,0,83,83LAVANDOU,83070,2018,5822.0,0
nan,LORGUES,9,0.0,0,0,83,83LORGUES,83072,2018,10580.0,0
nan,MAZAUGUES,1,1.0,0,0,83,83MAZAUGUES,83076,2018,912.0,0
nan,MONS,1,0.0,0,0,83,83MONS,83080,2018,853.0,0
nan,MONTAUROUX,5,3.0,0,0,83,83MONTAUROUX,83081,2018,7000.0,0
nan,MONTFORT SUR ARGENS,1,0.0,0,0,83,83MONTFORT SUR ARGENS,83083,2018,1390.0,0
nan,MOTTE,3,1.0,0,0,83,83MOTTE,83085,2018,3068.0,0
nan,MUY,11,0.0,0,0,83,83MUY,83086,2018,9611.0,0
nan,NANS LES PINS,5,1.0,0,0,83,83NANS LES PINS,83087,2018,4534.0,0
nan,OLLIOULES,9,2.0,0,0,83,83OLLIOULES,83090,2018,13538.0,0
nan,PLAN DE LA TOUR,2,0.0,0,0,83,83PLAN DE LA TOUR,83094,2018,2726.0,0
nan,POURCIEUX,1,1.0,0,1,83,83POURCIEUX,83096,2018,1588.0,0
nan,POURRIERES,0,2.0,2,0,83,83POURRIERES,83097,2018,5280.0,0
nan,PRADET,9,0.0,0,0,83,83PRADET,83098,2018,11500.0,0
nan,PUGET SUR ARGENS,11,2.0,0,0,83,83PUGET SUR ARGENS,83099,2018,7960.0,0
nan,PUGET VILLE,3,0.0,0,0,83,83PUGET VILLE,83100,2018,4169.0,0
nan,RAMATUELLE,8,8.0,0,0,83,83RAMATUELLE,83101,2018,2150.0,0
nan,REGUSSE,1,0.0,1,0,83,83REGUSSE,83102,2018,2409.0,0
nan,RIANS,1,2.0,1,0,83,83RIANS,83104,2018,4264.0,0
nan,ROCBARON,4,0.0,0,0,83,83ROCBARON,83106,2018,4992.0,0
nan,ROQUEBRUSSANNE,2,0.0,0,0,83,83ROQUEBRUSSANNE,83108,2018,2644.0,0
nan,SAINT CYR SUR MER,17,3.0,0,0,83,83SAINT CYR SUR MER,83112,2018,11925.0,0
nan,SAINT PAUL EN FORET,2,0.0,0,0,83,83SAINT PAUL EN FORET,83117,2018,1700.0,0
nan,SAINT RAPHAEL,57,13.0,0,0,83,83SAINT RAPHAEL,83118,2018,35826.0,0
nan,SAINT TROPEZ,35,10.0,0,0,83,83SAINT TROPEZ,83119,2018,4392.0,0
nan,SAINT ZACHARIE,5,1.0,0,0,83,83SAINT ZACHARIE,83120,2018,5500.0,0
nan,SAINTE MAXIME,39,8.0,0,0,83,83SAINTE MAXIME,83115,2018,14514.0,0
nan,SALERNES,3,1.0,0,0,83,83SALERNES,83121,2018,3900.0,0
nan,SEILLANS,1,0.0,0,0,83,83SEILLANS,83124,2018,2514.0,0
nan,SEYNE SUR MER,49,12.0,0,0,83,83SEYNE SUR MER,83126,2018,67204.0,0
nan,SIGNES,3,0.0,0,0,83,83SIGNES,83127,2018,2900.0,0
nan,SOLLIES PONT,10,1.0,0,0,83,83SOLLIES PONT,83130,2018,11056.0,0
nan,SOLLIES TOUCAS,4,1.0,0,0,83,83SOLLIES TOUCAS,83131,2018,5750.0,0
nan,SOLLIES VILLE,2,0.0,0,0,83,83SOLLIES VILLE,83132,2018,2495.0,0
nan,TANNERON,1,0.0,0,0,83,83TANNERON,83133,2018,1560.0,0
nan,TOURRETTES,3,0.0,0,0,83,83TOURRETTES,83138,2018,2952.0,0
nan,VAL,2,0.0,0,0,83,83VAL,83143,2018,4300.0,0
nan,VALETTE DU VAR,17,1.0,0,0,83,83VALETTE DU VAR,83144,2018,24054.0,0
nan,VIDAUBAN,4,5.0,1,0,83,83VIDAUBAN,83148,2018,12500.0,0
nan,APT,16,5.0,0,2,84,84APT,84003,2018,12093.0,0
nan,AUBIGNAN,3,1.0,0,0,84,84AUBIGNAN,84004,2018,6000.0,0
